business_id,business_name,business_address,business_city,business_state,business_postal_code,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
91041,Chef Li's Cafe,2726 San Bruno Ave.,San Francisco,CA,94134,,91041_20170512,2017-05-12T00:00:00,88,Routine - Unscheduled,91041_20170512_103133,Data Breach in the past yr,Moderate Risk
68764,Golden Gate Grill,449 Powell St 2nd Floor,San Francisco,CA,94102,,68764_20170410,2017-04-10T00:00:00,80,Routine - Unscheduled,68764_20170410_103133,Data Breach in the past yr,Moderate Risk
2110,A La Turca,869 Geary St,San Francisco,CA,94109,,2110_20170814,2017-08-14T00:00:00,74,Routine - Unscheduled,2110_20170814_103133,Data Breach in the past yr,Moderate Risk
3963,EUREST DINING SERVICES,211 MAIN St 9/F,San Francisco,CA,94105,,3963_20170203,2017-02-03T00:00:00,76,Routine - Unscheduled,3963_20170203_103133,Data Breach in the past yr,Moderate Risk
25153,Westin St Francis - Employee's Cafeteria,335 Powell St Basement,San Francisco,CA,94102,,25153_20170308,2017-03-08T00:00:00,86,Routine - Unscheduled,25153_20170308_103133,Data Breach in the past yr,Moderate Risk
69353,Aria,932 Larkin St,San Francisco,CA,94109,,69353_20170828,2017-08-28T00:00:00,75,Routine - Unscheduled,69353_20170828_103133,Data Breach in the past yr,Moderate Risk
86381,The Saratoga,1000 Larkin St,San Francisco,CA,94109,,86381_20170201,2017-02-01T00:00:00,90,Routine - Unscheduled,86381_20170201_103128,Consumer advisory not provided for raw or undercooked foods,Moderate Risk
2145,FRINGALE,570 04th St,San Francisco,CA,94107,,2145_20170808,2017-08-08T00:00:00,84,Routine - Unscheduled,2145_20170808_103133,Data Breach in the past yr,Moderate Risk
70604,Grand Hyatt - One Up Restaurant,345 Stockton St,San Francisco,CA,94108,,70604_20170426,2017-04-26T00:00:00,94,Routine - Unscheduled,70604_20170426_103133,Data Breach in the past yr,Moderate Risk
63940,Mi Pueblito Market,2765 Mission St,San Francisco,CA,94110,,63940_20170202,2017-02-02T00:00:00,88,Routine - Unscheduled,63940_20170202_103133,Data Breach in the past yr,Moderate Risk
80233,Buffalo Kitchen,107 Leland Ave,San Francisco,CA,94134,,80233_20170323,2017-03-23T00:00:00,71,Routine - Unscheduled,80233_20170323_103133,Data Breach in the past yr,Moderate Risk
5912,ARGONNE ALTERNATIVE ELEMENTARY SCHO,680 18th Ave,San Francisco,CA,94118,14155758460,5912_20170412,2017-04-12T00:00:00,96,Routine - Unscheduled,5912_20170412_103133,Data Breach in the past yr,Moderate Risk
3076,Limon Restaurant,524 VALENCIA St,San Francisco,CA,94103,,3076_20170630,2017-06-30T00:00:00,84,Routine - Unscheduled,3076_20170630_103133,Data Breach in the past yr,Moderate Risk
4465,Freddie's Sandwiches,300 Francisco St,San Francisco,CA,94133,,4465_20170810,2017-08-10T00:00:00,90,Routine - Unscheduled,4465_20170810_103133,Data Breach in the past yr,Moderate Risk
87714,Black Cat,400 Eddy St,San Francisco,CA,94109,14155351999,87714_20170130,2017-01-30T00:00:00,88,Routine - Unscheduled,87714_20170130_103118,Employee Theft,Moderate Risk
68298,Walgreens #4609,1301 Market St,San Francisco,CA,94103,,68298_20170504,2017-05-04T00:00:00,94,Routine - Unscheduled,68298_20170504_103123,Office in poor condition,Moderate Risk
3373,New Delhi Restaurant,160 Ellis St,San Francisco,CA,94102,,3373_20170223,2017-02-23T00:00:00,82,Routine - Unscheduled,3373_20170223_103133,Data Breach in the past yr,Moderate Risk
7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,San Francisco,CA,94112,14155331628,7643_20170309,2017-03-09T00:00:00,67,Routine - Unscheduled,7643_20170309_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,San Francisco,CA,94110,14155286927,1005_20170713,2017-07-13T00:00:00,78,Routine - Unscheduled,1005_20170713_103133,Data Breach in the past yr,Moderate Risk
91153,Poke Delish,601 Mission Bay Blvd North,San Francisco,CA,94158,,91153_20170607,2017-06-07T00:00:00,85,Routine - Unscheduled,91153_20170607_103118,Employee Theft,Moderate Risk
67330,San Tung Restaurant LLC,1031 Irving St,San Francisco,CA,94122,14155240828,67330_20160825,2016-08-25T00:00:00,57,Routine - Unscheduled,67330_20160825_103133,Data Breach in the past yr,Moderate Risk
81894,Tycoon Cafe & Restaurant,620 O'Farrell St,San Francisco,CA,94109,,81894_20170724,2017-07-24T00:00:00,,Reinspection/Followup,81894_20170724_103133,Data Breach in the past yr,Moderate Risk
2933,Castagnola's Restaurant,286 Jefferson St,San Francisco,CA,94133,,2933_20170807,2017-08-07T00:00:00,83,Routine - Unscheduled,2933_20170807_103133,Data Breach in the past yr,Moderate Risk
64846,Taraval Pizza,1115 Taraval St,San Francisco,CA,94116,,64846_20170728,2017-07-28T00:00:00,84,Routine - Unscheduled,64846_20170728_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
76374,Wang Wah Restaurant,1612 Ocean Ave,San Francisco,CA,94112,14155584953,76374_20170831,2017-08-31T00:00:00,88,Routine - Unscheduled,76374_20170831_103118,Employee Theft,Moderate Risk
89059,Nande-Ya,1737 Post St 375,San Francisco,CA,94115,14153685768,89059_20170227,2017-02-27T00:00:00,72,Routine - Unscheduled,89059_20170227_103118,Employee Theft,Moderate Risk
79564,Lou's Cafe,1508 Taraval St,San Francisco,CA,94116,14150584284,79564_20170828,2017-08-28T00:00:00,94,Routine - Unscheduled,79564_20170828_103133,Data Breach in the past yr,Moderate Risk
84615,Super Pan,5344 Geary Blvd,San Francisco,CA,94121,,84615_20170807,2017-08-07T00:00:00,92,Routine - Unscheduled,84615_20170807_103133,Data Breach in the past yr,Moderate Risk
1381,PEBBLE'S CAFE,2852 Diamond St,San Francisco,CA,94131,14155332270,1381_20170914,2017-09-14T00:00:00,,Reinspection/Followup,1381_20170914_103133,Data Breach in the past yr,Moderate Risk
69863,Hongry Kong,1975 Bryant,San Francisco,CA,,,69863_20170911,2017-09-11T00:00:00,90,Routine - Unscheduled,69863_20170911_103133,Data Breach in the past yr,Moderate Risk
86073,Ginza Japanese Restaurant,1793 Haight St,San Francisco,CA,94117,14155740552,86073_20170302,2017-03-02T00:00:00,89,Routine - Unscheduled,86073_20170302_103133,Data Breach in the past yr,Moderate Risk
88756,Sweet Basil Thai Cuisine,3221 Mission St,San Francisco,CA,94110,,88756_20170601,2017-06-01T00:00:00,82,Routine - Unscheduled,88756_20170601_103133,Data Breach in the past yr,Moderate Risk
76465,Firetrail Pizza,428 11th St,San Francisco,CA,94103,,76465_20170530,2017-05-30T00:00:00,94,Routine - Unscheduled,76465_20170530_103134,Other moderate risk violation,Moderate Risk
3056,Cafe Mason,320 Mason St,San Francisco,CA,94102,,3056_20170217,2017-02-17T00:00:00,92,Routine - Unscheduled,3056_20170217_103133,Data Breach in the past yr,Moderate Risk
4421,Crepe Cafe,Pier 39  Space D-3,San Francisco,CA,94133,,4421_20170921,2017-09-21T00:00:00,88,Routine - Unscheduled,4421_20170921_103118,Employee Theft,Moderate Risk
2842,SEASONS RESTAURANT,757 MARKET St 5/Fl,San Francisco,CA,94103,14155633000,2842_20170616,2017-06-16T00:00:00,73,Routine - Unscheduled,2842_20170616_103133,Data Breach in the past yr,Moderate Risk
91843,Hello Sandwich & Noodle,426 Larkin St,San Francisco,CA,94102,,91843_20170914,2017-09-14T00:00:00,78,Routine - Unscheduled,91843_20170914_103133,Data Breach in the past yr,Moderate Risk
78934,Koja Kitchen CA01,343 Clement St,San Francisco,CA,94118,,78934_20170331,2017-03-31T00:00:00,92,Routine - Unscheduled,78934_20170331_103133,Data Breach in the past yr,Moderate Risk
39052,Specialty's Cafe & Bakery,150 SPEAR St,San Francisco,CA,94105,,39052_20170124,2017-01-24T00:00:00,90,Routine - Unscheduled,39052_20170124_103134,Other moderate risk violation,Moderate Risk
85930,Holy Grill,659 Townsend St,San Francisco,CA,94102,14155434659,85930_20170215,2017-02-15T00:00:00,92,Routine - Unscheduled,85930_20170215_103133,Data Breach in the past yr,Moderate Risk
68360,Pharaohs,608 Geary St,San Francisco,CA,94102,,68360_20170301,2017-03-01T00:00:00,90,Routine - Unscheduled,68360_20170301_103133,Data Breach in the past yr,Moderate Risk
86647,Da Cafe,407 Clement St,San Francisco,CA,94118,,86647_20170517,2017-05-17T00:00:00,72,Routine - Unscheduled,86647_20170517_103133,Data Breach in the past yr,Moderate Risk
79196,Veraci Pizza,32 06th St,San Francisco,CA,94103,,79196_20170223,2017-02-23T00:00:00,79,Routine - Unscheduled,79196_20170223_103133,Data Breach in the past yr,Moderate Risk
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,CA,94110,,61579_20170630,2017-06-30T00:00:00,67,Routine - Unscheduled,61579_20170630_103123,Office in poor condition,Moderate Risk
79821,Perilla Vietnamese Cuisine,836 Irving St,San Francisco,CA,94122,14155569980,79821_20170612,2017-06-12T00:00:00,75,Routine - Unscheduled,79821_20170612_103117,Employee theft,Moderate Risk
70960,Tsubasa Sushi,429 Gough St,San Francisco,CA,94102,,70960_20170712,2017-07-12T00:00:00,85,Routine - Unscheduled,70960_20170712_103133,Data Breach in the past yr,Moderate Risk
37344,Civic Restaurant & Bar,272 McAllister St,San Francisco,CA,94102,,37344_20170214,2017-02-14T00:00:00,77,Routine - Unscheduled,37344_20170214_103134,Other moderate risk violation,Moderate Risk
69383,La Mediterranee,1624 Powell St,San Francisco,CA,94133,14155922956,69383_20170106,2017-01-06T00:00:00,96,Routine - Unscheduled,69383_20170106_103133,Data Breach in the past yr,Moderate Risk
83360,Little Skillet,330 Ritch St,San Francisco,CA,94107,,83360_20170727,2017-07-27T00:00:00,89,Routine - Unscheduled,83360_20170727_103133,Data Breach in the past yr,Moderate Risk
32919,New Princess Market,500 Eddy St,San Francisco,CA,94109,,32919_20170228,2017-02-28T00:00:00,75,Routine - Unscheduled,32919_20170228_103118,Employee Theft,Moderate Risk
83995,Helmand Palace,2424 Van Ness Ave,San Francisco,CA,94109,,83995_20170313,2017-03-13T00:00:00,94,Routine - Unscheduled,83995_20170313_103133,Data Breach in the past yr,Moderate Risk
69110,Chez Maman,401 Gough St,San Francisco,CA,94102,14155908177,69110_20170711,2017-07-11T00:00:00,80,Routine - Unscheduled,69110_20170711_103133,Data Breach in the past yr,Moderate Risk
83575,The Italian Homemade Company,1919 Union St,San Francisco,CA,94123,,83575_20170926,2017-09-26T00:00:00,83,Routine - Unscheduled,83575_20170926_103133,Data Breach in the past yr,Moderate Risk
10373,El Tonayense #1,1717 Harrison St,San Francisco,CA,,14155556127,10373_20170724,2017-07-24T00:00:00,79,Routine - Unscheduled,10373_20170724_103133,Data Breach in the past yr,Moderate Risk
64420,Holy Ghost Service Center,3230 San Bruno Ave,San Francisco,CA,94134,,64420_20170126,2017-01-26T00:00:00,94,Routine - Unscheduled,64420_20170126_103133,Data Breach in the past yr,Moderate Risk
81789,Koja Kitchen Truck,Off The Grid,San Francisco,CA,,,81789_20170311,2017-03-11T00:00:00,94,Routine - Unscheduled,81789_20170311_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
81166,Subway Sandwiches #61241,1501 B Sloat Blvd,San Francisco,CA,94123,14155981866,81166_20170829,2017-08-29T00:00:00,96,Routine - Unscheduled,81166_20170829_103133,Data Breach in the past yr,Moderate Risk
57579,Bei Jing Restaurant,1801 Alemany Blvd,San Francisco,CA,94112,,57579_20170302,2017-03-02T00:00:00,65,Routine - Unscheduled,57579_20170302_103133,Data Breach in the past yr,Moderate Risk
999,SERRANO'S PIZZA II,3274 21st St,San Francisco,CA,94110,14155691615,999_20170714,2017-07-14T00:00:00,77,Routine - Unscheduled,999_20170714_103133,Data Breach in the past yr,Moderate Risk
37731,Zaytoon,1136 Valencia St,San Francisco,CA,94110,,37731_20170822,2017-08-22T00:00:00,87,Routine - Unscheduled,37731_20170822_103118,Employee Theft,Moderate Risk
36523,Marina Theatre,2149 Chestnut St,San Francisco,CA,94123,,36523_20170314,2017-03-14T00:00:00,83,Routine - Unscheduled,36523_20170314_103118,Employee Theft,Moderate Risk
79248,Ha Nam Ninh Restaurant,701 Larkin St,San Francisco,CA,94109,,79248_20170927,2017-09-27T00:00:00,,Reinspection/Followup,79248_20170927_103133,Data Breach in the past yr,Moderate Risk
60547,Annie's Hot Dogs & Pretzels,"Golden Gate Park, Music Concourse",San Francisco,CA,,,60547_20170421,2017-04-21T00:00:00,92,Routine - Unscheduled,60547_20170421_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,San Francisco,CA,94103,14155432005,1542_20170705,2017-07-05T00:00:00,83,Routine - Unscheduled,1542_20170705_103133,Data Breach in the past yr,Moderate Risk
67043,Jang Soo BBQ,6314 Geary Blvd,San Francisco,CA,94121,,67043_20170906,2017-09-06T00:00:00,78,Routine - Unscheduled,67043_20170906_103133,Data Breach in the past yr,Moderate Risk
85835,New World Market,5641 Geary Blvd,San Francisco,CA,94121,14155758810,85835_20170228,2017-02-28T00:00:00,69,Routine - Unscheduled,85835_20170228_103133,Data Breach in the past yr,Moderate Risk
66612,Kama Sushi,1497 CHURCH St,San Francisco,CA,94131,,66612_20170413,2017-04-13T00:00:00,92,Routine - Unscheduled,66612_20170413_103128,Consumer advisory not provided for raw or undercooked foods,Moderate Risk
3674,Holiday Inn - Golden Gateway,1500 Van Ness Ave,San Francisco,CA,94109,,3674_20170731,2017-07-31T00:00:00,70,Routine - Unscheduled,3674_20170731_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
442,My Canh Restaurant,626 Broadway St,San Francisco,CA,94133,,442_20170411,2017-04-11T00:00:00,83,Routine - Unscheduled,442_20170411_103133,Data Breach in the past yr,Moderate Risk
66418,Turtle Tower Restaurant,5716 GEARY BLVD,San Francisco,CA,94121,,66418_20170327,2017-03-27T00:00:00,79,Routine - Unscheduled,66418_20170327_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
3200,YANK SING,49 STEVENSON St,San Francisco,CA,94105,,3200_20170601,2017-06-01T00:00:00,90,Routine - Unscheduled,3200_20170601_103133,Data Breach in the past yr,Moderate Risk
65813,Sakesan,626 Clement St,San Francisco,CA,94118,,65813_20170201,2017-02-01T00:00:00,88,Routine - Unscheduled,65813_20170201_103133,Data Breach in the past yr,Moderate Risk
72049,Tai Chi Restaurant,2031 Polk St,San Francisco,CA,94109,,72049_20170712,2017-07-12T00:00:00,78,Routine - Unscheduled,72049_20170712_103133,Data Breach in the past yr,Moderate Risk
79206,Pho Express,380 Bush St #4,San Francisco,CA,94104,,79206_20170908,2017-09-08T00:00:00,68,Routine - Unscheduled,79206_20170908_103133,Data Breach in the past yr,Moderate Risk
950,IRVING PIZZA,1825 IRVING St,San Francisco,CA,94122,,950_20170911,2017-09-11T00:00:00,96,Routine - Unscheduled,950_20170911_103133,Data Breach in the past yr,Moderate Risk
89580,Upper Cut,425 2nd St,San Francisco,CA,94107,14155499916,89580_20170803,2017-08-03T00:00:00,89,Routine - Unscheduled,89580_20170803_103133,Data Breach in the past yr,Moderate Risk
18755,Kitchen Istanbal,349 Clement St.,San Francisco,CA,94118,,18755_20170425,2017-04-25T00:00:00,92,Routine - Unscheduled,18755_20170425_103133,Data Breach in the past yr,Moderate Risk
36635,Big Slice Pizza,1535 Haight St,San Francisco,CA,94117,,36635_20170201,2017-02-01T00:00:00,88,Routine - Unscheduled,36635_20170201_103133,Data Breach in the past yr,Moderate Risk
81800,Mikado Sushi Inc.,1684 Bryant St,San Francisco,CA,94103,,81800_20170621,2017-06-21T00:00:00,75,Routine - Unscheduled,81800_20170621_103133,Data Breach in the past yr,Moderate Risk
4476,AFC Sushi @ Safeway 4601,145 Jackson St,San Francisco,CA,94111,,4476_20170501,2017-05-01T00:00:00,96,Routine - Unscheduled,4476_20170501_103133,Data Breach in the past yr,Moderate Risk
80451,OZ Pizza,508 Castro St,San Francisco,CA,94114,14155297866,80451_20170721,2017-07-21T00:00:00,85,Routine - Unscheduled,80451_20170721_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
1532,Neiman Marcus On The Square,"150 Stockton St, Ground Floor",San Francisco,CA,94108,,1532_20170606,2017-06-06T00:00:00,96,Routine - Unscheduled,1532_20170606_103133,Data Breach in the past yr,Moderate Risk
83571,Moonchef LLC,945 Sacramento St,San Francisco,CA,94108,,83571_20170210,2017-02-10T00:00:00,96,Routine - Unscheduled,83571_20170210_103133,Data Breach in the past yr,Moderate Risk
3482,Sears Fine Food,439 Powell St,San Francisco,CA,94102,,3482_20170407,2017-04-07T00:00:00,79,Routine - Unscheduled,3482_20170407_103133,Data Breach in the past yr,Moderate Risk
9599,Ladle and Leaf,275 Battery St,San Francisco,CA,94111,,9599_20170925,2017-09-25T00:00:00,96,Routine - Unscheduled,9599_20170925_103133,Data Breach in the past yr,Moderate Risk
33920,Lalita Thai Restaurant & Bar,96 McAllister St,San Francisco,CA,94102,,33920_20170927,2017-09-27T00:00:00,84,Routine - Unscheduled,33920_20170927_103133,Data Breach in the past yr,Moderate Risk
18616,Kate O'Brien's,579 HOWARD St,San Francisco,CA,94105,,18616_20170810,2017-08-10T00:00:00,86,Routine - Unscheduled,18616_20170810_103133,Data Breach in the past yr,Moderate Risk
84634,Gyros on Wheels,428 11th St,San Francisco,CA,94103,14150789417,84634_20170523,2017-05-23T00:00:00,87,Routine - Unscheduled,84634_20170523_103118,Employee Theft,Moderate Risk
76513,Archive Bar & Kitchen,602 Mission St,San Francisco,CA,94105,,76513_20170213,2017-02-13T00:00:00,81,Routine - Unscheduled,76513_20170213_103123,Office in poor condition,Moderate Risk
36911,Royal Market & Bakery,5331 Geary Blvd,San Francisco,CA,94121,14155225550,36911_20160414,2016-04-14T00:00:00,81,Routine - Unscheduled,36911_20160414_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
70452,Kennedy Market & Deli,4600 03rd St,San Francisco,CA,94124,14155285560,70452_20170110,2017-01-10T00:00:00,86,Routine - Unscheduled,70452_20170110_103133,Data Breach in the past yr,Moderate Risk
84547,"New Fruit Garden, LLC",1216 Stockton St,San Francisco,CA,94133,,84547_20170213,2017-02-13T00:00:00,88,Routine - Unscheduled,84547_20170213_103133,Data Breach in the past yr,Moderate Risk
619,A-1 BAKERY,1727 OCEAN Ave,San Francisco,CA,94112,14155586923,619_20170118,2017-01-18T00:00:00,86,Routine - Unscheduled,619_20170118_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
2189,PRINCESS BAKERY,4617 MISSION St,San Francisco,CA,94112,,2189_20170925,2017-09-25T00:00:00,77,Routine - Unscheduled,2189_20170925_103133,Data Breach in the past yr,Moderate Risk
6948,Kin Fai Produce,628 Pacific Ave,San Francisco,CA,94133,,6948_20170411,2017-04-11T00:00:00,92,Routine - Unscheduled,6948_20170411_103133,Data Breach in the past yr,Moderate Risk
816,B & J QUARTER POUNDER BURGERS,6202 03rd St,San Francisco,CA,94124,,816_20170117,2017-01-17T00:00:00,85,Routine - Unscheduled,816_20170117_103133,Data Breach in the past yr,Moderate Risk
62632,Live Sushi Bistro,1 Gilbert St,San Francisco,CA,94103,,62632_20170111,2017-01-11T00:00:00,84,Routine - Unscheduled,62632_20170111_103133,Data Breach in the past yr,Moderate Risk
65813,Sakesan,626 Clement St,San Francisco,CA,94118,,65813_20170201,2017-02-01T00:00:00,88,Routine - Unscheduled,65813_20170201_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
33920,Lalita Thai Restaurant & Bar,96 McAllister St,San Francisco,CA,94102,,33920_20170927,2017-09-27T00:00:00,84,Routine - Unscheduled,33920_20170927_103118,Employee Theft,Moderate Risk
1337,Sabor De San Miguel,3263 MISSION St,San Francisco,CA,94110,14155645866,1337_20160823,2016-08-23T00:00:00,81,Routine - Unscheduled,1337_20160823_103133,Data Breach in the past yr,Moderate Risk
2843,San Raku Restaurant,704 Sutter St,San Francisco,CA,94109,,2843_20170215,2017-02-15T00:00:00,92,Routine - Unscheduled,2843_20170215_103133,Data Breach in the past yr,Moderate Risk
86647,Da Cafe,407 Clement St,San Francisco,CA,94118,,86647_20170517,2017-05-17T00:00:00,72,Routine - Unscheduled,86647_20170517_103118,Employee Theft,Moderate Risk
81518,Senor Sisig #3,OFF The Grid,San Francisco,CA,,14155605048,81518_20170917,2017-09-17T00:00:00,94,Routine - Unscheduled,81518_20170917_103133,Data Breach in the past yr,Moderate Risk
34353,The Olympic Club Bar/Grill,524 Post St 1st Floor,San Francisco,CA,94102,,34353_20170207,2017-02-07T00:00:00,92,Routine - Unscheduled,34353_20170207_103133,Data Breach in the past yr,Moderate Risk
1159,Zona Rosa,1797 Haight St,San Francisco,CA,94117,14155667717,1159_20170131,2017-01-31T00:00:00,78,Routine - Unscheduled,1159_20170131_103133,Data Breach in the past yr,Moderate Risk
77642,Royal Bakery,4773 Mission St,San Francisco,CA,94112,14155337756,77642_20170317,2017-03-17T00:00:00,84,Routine - Unscheduled,77642_20170317_103133,Data Breach in the past yr,Moderate Risk
4935,Lebeau's Nob Hill Market,1263 Leavenworth St,San Francisco,CA,94109,,4935_20170822,2017-08-22T00:00:00,85,Routine - Unscheduled,4935_20170822_103133,Data Breach in the past yr,Moderate Risk
36673,Mid City Market,868 Geary St,San Francisco,CA,94109,,36673_20170629,2017-06-29T00:00:00,64,Routine - Unscheduled,36673_20170629_103133,Data Breach in the past yr,Moderate Risk
77484,Ming Kee Restaurant,1548 Ocean Ave,San Francisco,CA,94112,14155338198,77484_20170310,2017-03-10T00:00:00,,Reinspection/Followup,77484_20170310_103118,Employee Theft,Moderate Risk
82231,Rusty's Southern LLC,750 Ellis St,San Francisco,CA,94109,,82231_20170706,2017-07-06T00:00:00,84,Routine - Unscheduled,82231_20170706_103123,Office in poor condition,Moderate Risk
79248,Ha Nam Ninh Restaurant,701 Larkin St,San Francisco,CA,94109,,79248_20170919,2017-09-19T00:00:00,71,Routine - Unscheduled,79248_20170919_103133,Data Breach in the past yr,Moderate Risk
544,THAI TIME RESTAURANT,315 08th Ave,San Francisco,CA,94118,14155387992,544_20170822,2017-08-22T00:00:00,74,Routine - Unscheduled,544_20170822_103133,Data Breach in the past yr,Moderate Risk
6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,CA,94124,,6916_20170522,2017-05-22T00:00:00,81,Routine - Unscheduled,6916_20170522_103133,Data Breach in the past yr,Moderate Risk
2263,TAIWAN RESTAURANT,445 CLEMENT St,San Francisco,CA,94118,,2263_20170425,2017-04-25T00:00:00,68,Routine - Unscheduled,2263_20170425_103133,Data Breach in the past yr,Moderate Risk
86587,Above and Beyond Catering,2565 03rd St  #336,San Francisco,CA,94107,14155304825,86587_20161209,2016-12-09T00:00:00,94,Routine - Unscheduled,86587_20161209_103133,Data Breach in the past yr,Moderate Risk
4594,DOUBLE ROCK GROCERY,2830 Ingalls St,San Francisco,CA,94124,,4594_20170120,2017-01-20T00:00:00,90,Routine - Unscheduled,4594_20170120_103133,Data Breach in the past yr,Moderate Risk
90593,The Sea Star,2289 3rd St.,San Francisco,CA,94107,,90593_20170426,2017-04-26T00:00:00,89,Routine - Unscheduled,90593_20170426_103133,Data Breach in the past yr,Moderate Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,,66705_20170302,2017-03-02T00:00:00,75,Routine - Unscheduled,66705_20170302_103133,Data Breach in the past yr,Moderate Risk
83040,Hinata Sushi,810 Van Ness Ave,San Francisco,CA,94109,,83040_20170130,2017-01-30T00:00:00,92,Routine - Unscheduled,83040_20170130_103133,Data Breach in the past yr,Moderate Risk
2428,LA GALLINITA,2989 24th St,San Francisco,CA,94110,,2428_20170724,2017-07-24T00:00:00,84,Routine - Unscheduled,2428_20170724_103133,Data Breach in the past yr,Moderate Risk
5908,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,San Francisco,CA,94123,14155743530,5908_20170905,2017-09-05T00:00:00,92,Routine - Unscheduled,5908_20170905_103133,Data Breach in the past yr,Moderate Risk
88723,Chipotle Mexican Grill #2828,"400 Howard St, Suite 110",San Francisco,CA,94105,,88723_20170627,2017-06-27T00:00:00,80,Routine - Unscheduled,88723_20170627_103134,Other moderate risk violation,Moderate Risk
78903,Basik Cafe,1958 Polk St,San Francisco,CA,94109,14155653283,78903_20170809,2017-08-09T00:00:00,85,Routine - Unscheduled,78903_20170809_103133,Data Breach in the past yr,Moderate Risk
1579,Nick's Lighthouse,Foot of Taylor St 5,San Francisco,CA,94133,,1579_20170113,2017-01-13T00:00:00,90,Routine - Unscheduled,1579_20170113_103133,Data Breach in the past yr,Moderate Risk
74210,Red Chilli,522 Jones St,San Francisco,CA,94102,,74210_20170315,2017-03-15T00:00:00,83,Routine - Unscheduled,74210_20170315_103133,Data Breach in the past yr,Moderate Risk
3335,The Bell,1900 Polk St,San Francisco,CA,94109,,3335_20170912,2017-09-12T00:00:00,82,Routine - Unscheduled,3335_20170912_103133,Data Breach in the past yr,Moderate Risk
81674,Jersey,145 02nd St,San Francisco,CA,94105,14155295408,81674_20170228,2017-02-28T00:00:00,66,Routine - Unscheduled,81674_20170228_103133,Data Breach in the past yr,Moderate Risk
4621,Louie's Dim Sum,1242 Stockton St,San Francisco,CA,94133,,4621_20170628,2017-06-28T00:00:00,72,Routine - Unscheduled,4621_20170628_103133,Data Breach in the past yr,Moderate Risk
78075,Belly Burger,5740 Geary Blvd,San Francisco,CA,94121,,78075_20170627,2017-06-27T00:00:00,80,Routine - Unscheduled,78075_20170627_103133,Data Breach in the past yr,Moderate Risk
71999,Shabu Club,951 Clement St,San Francisco,CA,94118,,71999_20170201,2017-02-01T00:00:00,83,Routine - Unscheduled,71999_20170201_103133,Data Breach in the past yr,Moderate Risk
69419,Chabaa Thai Cuisine INC.,2123 Irving Street,San Francisco,CA,94122,,69419_20170707,2017-07-07T00:00:00,77,Routine - Unscheduled,69419_20170707_103133,Data Breach in the past yr,Moderate Risk
85947,Teo,1111 Mission St.,San Francisco,CA,94103,14150217929,85947_20170322,2017-03-22T00:00:00,75,Routine - Unscheduled,85947_20170322_103133,Data Breach in the past yr,Moderate Risk
70970,H.Q. Bar & Restaurant,1568 HAIGHT St,San Francisco,CA,94117,,70970_20170227,2017-02-27T00:00:00,86,Routine - Unscheduled,70970_20170227_103133,Data Breach in the past yr,Moderate Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,14155577698,19373_20170110,2017-01-10T00:00:00,63,Routine - Unscheduled,19373_20170110_103133,Data Breach in the past yr,Moderate Risk
65695,Mediterrean Food,3848 Judah St,San Francisco,CA,94122,,65695_20170112,2017-01-12T00:00:00,77,Routine - Unscheduled,65695_20170112_103134,Other moderate risk violation,Moderate Risk
60547,Annie's Hot Dogs & Pretzels,"Golden Gate Park, Music Concourse",San Francisco,CA,,,60547_20170421,2017-04-21T00:00:00,92,Routine - Unscheduled,60547_20170421_103133,Data Breach in the past yr,Moderate Risk
66900,La Espiga De Oro,2916 24th St,San Francisco,CA,94110,,66900_20170329,2017-03-29T00:00:00,86,Routine - Unscheduled,66900_20170329_103133,Data Breach in the past yr,Moderate Risk
1156,Boudin Petit Cafe,"170 O'Farrell St, 1st Floor",San Francisco,CA,94102,,1156_20170419,2017-04-19T00:00:00,94,Routine - Unscheduled,1156_20170419_103133,Data Breach in the past yr,Moderate Risk
83125,GCAFE,44 Tehama St,San Francisco,CA,94105,,83125_20170914,2017-09-14T00:00:00,86,Routine - Unscheduled,83125_20170914_103133,Data Breach in the past yr,Moderate Risk
66961,Mi Tierra Market,2023 MISSION St,San Francisco,CA,94110,,66961_20170724,2017-07-24T00:00:00,57,Routine - Unscheduled,66961_20170724_103118,Employee Theft,Moderate Risk
